age,annual_income,monthly_expenses,employment_status,contract_type,existing_debt,requested_amount,term_months,credit_score,num_dependents,has_property,previous_defaults,debt_to_income_ratio,loan_to_income_ratio,loan_approved,max_loan_amount
47,43861.04,2066.24,employed,permanent,14076.83,26047.31,120,696,0,0,1,0.6295,0.5939,1,10965.26
33,25732.43,987.75,part_time,permanent,4911.89,140122.04,120,551,2,1,2,0.4988,5.4453,0,252.62
46,57477.21,1250.68,self_employed,contract,20797.63,320695.13,24,802,1,1,1,0.3335,5.5795,1,93019.97
60,60278.64,2368.91,employed,contract,13867.43,47029.72,36,806,1,0,0,0.5176,0.7802,1,27125.39
59,50785.01,2467.26,employed,temporary,18863.02,26776.97,84,543,1,0,0,0.6573,0.5273,0,1005.83
47,54477.18,1260.73,employed,permanent,21411.93,271853.46,24,666,2,0,0,0.3563,4.9902,1,39141.85
45,36590.15,1383.9,employed,freelance,6643.23,78963.32,12,749,1,1,0,0.4902,2.158,1,15367.86
68,54317.41,2581.97,retired,freelance,12279.14,300386.25,60,419,1,0,0,0.6156,5.5302,0,351.61
21,69364.0,1464.7,employed,permanent,23165.37,117370.11,12,608,1,1,0,0.3202,1.6921,1,44897.93
44,6008.47,235.74,unemployed,permanent,532.43,31462.45,48,511,2,0,0,0.4885,5.2363,0,196.74
22,20825.45,722.32,part_time,temporary,7177.53,18275.24,60,583,0,1,1,0.4851,0.8775,1,1124.57
27,64665.6,2001.65,employed,permanent,15310.75,125031.11,24,553,1,1,0,0.4188,1.9335,1,9451.52
63,55905.83,2187.96,employed,permanent,16223.87,327172.59,60,829,0,0,0,0.5277,5.8522,1,25157.62
52,59191.25,1324.14,self_employed,temporary,1890.66,104862.13,48,562,2,0,0,0.2748,1.7716,1,17995.32
61,22670.77,970.26,part_time,temporary,6948.03,27920.67,12,576,0,0,3,0.5749,1.2316,0,265.88
54,28211.37,591.42,retired,permanent,3507.09,147088.46,120,340,3,1,2,0.2764,5.2138,0,1448.7
25,44902.74,1337.46,employed,temporary,14462.85,51544.05,24,722,3,1,0,0.4218,1.1479,1,29495.71
58,77877.56,2767.16,self_employed,freelance,15860.62,80681.82,36,808,0,0,0,0.4671,1.036,1,31540.41
42,105062.72,3344.13,self_employed,permanent,11540.69,239420.94,120,663,3,0,0,0.4039,2.2788,1,45434.37
44,15515.05,462.37,part_time,temporary,5912.85,61971.87,36,842,2,0,0,0.4338,3.9943,1,5546.32
69,36800.39,1658.45,employed,permanent,11261.84,162256.79,12,760,0,0,0,0.602,4.4091,1,16560.18
62,48447.12,2330.27,self_employed,permanent,19101.46,259037.71,24,752,5,0,1,0.656,5.3468,0,3475.17
38,54249.66,2512.66,retired,temporary,7908.95,188518.3,120,614,2,0,0,0.585,3.475,0,2193.07
24,80581.69,2906.66,employed,permanent,20926.09,214653.33,120,659,1,0,1,0.4848,2.6638,1,20145.42
30,67772.63,3159.66,employed,permanent,16579.59,167641.41,24,533,3,0,1,0.6084,2.4736,0,1316.03
31,86108.69,4106.68,employed,permanent,23681.84,444145.61,60,342,0,0,0,0.6273,5.158,0,3014.93
29,59490.35,1949.47,employed,temporary,911.79,266575.32,120,527,2,1,0,0.3963,4.481,1,11104.47
27,89080.43,2592.29,employed,contract,10394.59,488148.25,84,632,0,1,0,0.3725,5.4799,1,40887.92
43,18814.95,445.9,part_time,permanent,6843.66,109168.01,12,791,2,0,1,0.3571,5.8022,1,14518.74
47,48216.82,1678.28,employed,temporary,8174.1,103679.64,60,505,0,0,1,0.4516,2.1503,0,1750.28
60,70092.65,3394.84,employed,permanent,26933.62,239240.77,12,388,2,1,0,0.6581,3.4132,1,6308.34
55,60924.63,2265.98,self_employed,temporary,5203.04,242176.28,48,398,1,0,2,0.4634,3.975,0,822.35
56,69450.1,2799.11,employed,permanent,27708.48,97311.34,12,336,0,0,0,0.5634,1.4012,0,1967.58
40,51774.75,1249.11,employed,temporary,14446.83,41078.54,60,673,0,0,0,0.3453,0.7934,1,40047.77
27,7415.02,185.52,unemployed,freelance,2302.79,39097.19,24,690,2,0,0,0.3623,5.2727,0,497.28
28,28202.61,969.62,retired,freelance,4477.01,97168.69,12,733,1,0,0,0.4443,3.4454,1,7697.34
66,29842.35,1449.7,self_employed,permanent,10826.9,108604.02,120,785,2,1,0,0.6555,3.6393,1,14503.38
34,111652.91,3501.01,self_employed,freelance,24361.01,396594.36,24,691,1,0,0,0.4199,3.552,1,40245.29
67,83576.29,3880.16,employed,permanent,22764.12,388820.63,48,655,1,0,0,0.6116,4.6523,1,20894.07
65,34328.36,835.61,part_time,freelance,1301.84,44635.82,36,354,3,1,0,0.2997,1.3003,1,7426.05
59,74408.99,2889.28,employed,permanent,18801.09,288503.48,36,613,3,0,0,0.5165,3.8773,1,11161.35
37,8192.65,314.2,unemployed,permanent,2880.79,25250.87,60,403,4,0,0,0.5305,3.0821,0,67.52
61,65745.17,3018.56,employed,permanent,4688.5,357211.25,12,315,3,1,1,0.5652,5.4333,0,2295.62
39,14896.68,311.79,part_time,permanent,4395.87,50021.79,48,708,0,1,0,0.3102,3.3579,1,14250.04
25,2270.82,59.89,unemployed,contract,23.07,12912.21,48,328,0,0,1,0.3185,5.6861,0,204.23
31,3473.64,94.63,unemployed,freelance,1286.92,8485.73,24,655,0,0,0,0.401,2.4429,0,57.92
21,83958.6,4075.41,employed,temporary,33009.74,488464.49,84,678,5,0,0,0.6611,5.8179,0,2560.61
26,44513.32,1126.9,employed,contract,6306.29,236515.68,120,810,1,1,1,0.3321,5.3134,1,80716.89
35,112672.95,2468.82,self_employed,contract,4825.73,418405.15,60,646,0,0,0,0.2715,3.7134,1,69513.58
22,6273.43,228.49,unemployed,permanent,1652.61,15341.07,48,802,1,1,0,0.4897,2.4454,1,677.53
64,74356.33,2695.39,employed,permanent,887.35,190915.71,12,324,2,0,0,0.4374,2.5676,1,6982.06
22,14535.62,660.66,part_time,permanent,2805.29,69046.18,48,391,0,0,1,0.584,4.7501,0,121.23
46,27954.24,1356.02,retired,permanent,3038.95,103248.21,36,628,1,0,2,0.6038,3.6935,0,383.4
69,87718.52,3205.31,employed,permanent,16608.24,237605.94,60,837,0,1,0,0.4764,2.7087,1,47368.0
62,27847.55,1335.52,retired,permanent,203.57,111342.92,24,641,5,1,2,0.577,3.9983,0,1513.56
59,53169.56,2232.26,self_employed,permanent,1097.68,241006.11,120,747,1,1,0,0.5079,4.5328,1,20098.09
57,45867.86,1309.51,employed,permanent,293.11,28711.12,12,695,2,1,0,0.3439,0.626,1,42959.84
52,42099.05,2017.06,employed,freelance,10425.95,41856.79,36,841,4,0,0,0.6245,0.9942,1,18944.57
47,47159.48,1900.55,self_employed,permanent,10565.48,48087.1,48,825,3,1,1,0.5284,1.0197,1,22919.51
20,7707.92,253.68,unemployed,temporary,718.87,13686.46,60,801,1,0,0,0.4136,1.7756,0,152.8
27,60045.23,2442.26,employed,temporary,15531.13,171035.68,60,706,1,0,0,0.5398,2.8484,1,21015.83
56,77606.8,2525.19,self_employed,temporary,27448.2,381831.23,12,429,3,0,0,0.4612,4.9201,0,2138.16
51,36624.66,884.99,self_employed,permanent,4062.73,89036.19,24,430,0,1,2,0.3122,2.431,0,2401.32
67,9625.4,402.38,unemployed,permanent,3203.31,5737.97,36,817,2,0,0,0.5682,0.5961,0,100.59
62,78125.21,3505.42,employed,permanent,20703.47,246757.71,84,448,3,1,0,0.5914,3.1585,0,1125.96
56,18798.83,791.25,retired,permanent,254.31,112444.4,24,575,3,0,0,0.5078,5.9815,0,478.34
23,56093.33,1543.46,employed,permanent,8417.36,135724.29,120,495,0,1,0,0.3602,2.4196,1,14115.33
49,38782.38,1890.07,employed,temporary,7876.81,224429.75,120,708,1,0,0,0.6254,5.7869,1,13573.83
25,78565.82,1694.66,employed,temporary,22994.62,83075.36,12,370,1,1,0,0.3174,1.0574,1,25823.01
65,75549.83,2307.04,employed,temporary,8677.07,109701.99,12,498,5,0,0,0.3894,1.452,1,12533.72
38,51373.56,1460.0,retired,permanent,20194.54,230290.79,36,844,1,0,0,0.4196,4.4827,1,26021.74
51,48002.22,1067.43,employed,permanent,13143.77,156327.32,60,764,1,1,0,0.3216,3.2567,1,92486.84
28,5475.55,178.87,unemployed,contract,816.54,25779.82,60,389,0,0,0,0.4218,4.7082,0,72.36
31,45146.83,1761.07,employed,permanent,1752.15,237001.48,36,300,3,0,0,0.4759,5.2496,1,3386.01
30,55417.92,2581.06,employed,contract,4020.41,104239.27,24,466,1,0,0,0.5734,1.881,0,478.12
65,24011.59,1193.36,part_time,contract,4683.3,102182.77,120,848,3,1,0,0.6354,4.2556,1,7779.76
35,639.97,28.42,unemployed,permanent,126.64,2458.64,36,541,3,0,0,0.5725,3.8418,0,228.6
20,74317.87,2564.2,employed,permanent,22822.09,389309.9,84,433,0,1,0,0.4755,5.2384,0,1214.53
64,76612.87,3213.25,self_employed,permanent,22253.79,219539.65,60,551,1,1,0,0.5614,2.8656,1,6205.64
40,80592.75,3662.06,employed,permanent,6488.46,63288.47,24,321,1,0,1,0.5614,0.7853,0,2570.25
49,49947.93,1718.45,employed,permanent,11886.74,182710.71,48,371,1,0,0,0.4605,3.658,1,3746.09
32,51422.88,2248.76,retired,permanent,424.17,296907.01,24,820,1,1,0,0.5264,5.7738,1,19437.85
53,11984.33,418.38,unemployed,permanent,1910.53,6956.56,120,800,1,0,0,0.4508,0.5805,1,1078.59
23,85561.41,2747.05,employed,temporary,26151.17,155843.17,60,607,0,0,0,0.4464,1.8214,1,13758.27
47,29891.53,1081.41,part_time,contract,4776.77,66908.39,12,550,3,1,3,0.4661,2.2384,0,650.4
57,102175.04,4142.76,self_employed,permanent,34150.83,481460.42,24,503,2,0,2,0.5534,4.7121,0,2239.83
50,66555.93,2797.62,employed,freelance,25987.57,151615.94,120,307,1,1,0,0.5825,2.278,0,1814.64
46,43064.62,1345.26,self_employed,freelance,10459.75,78160.62,24,407,0,1,0,0.4234,1.815,0,1160.24
24,89318.87,3349.18,self_employed,freelance,5180.64,363266.01,12,822,2,1,0,0.4616,4.0671,1,43408.97
44,92711.54,4391.86,self_employed,contract,14080.18,70018.45,60,672,3,1,0,0.5988,0.7552,1,25032.12
22,89196.18,4398.19,employed,permanent,338.35,128289.33,48,685,1,0,2,0.5925,1.4383,0,3150.95
52,76423.63,2098.7,self_employed,permanent,18425.0,209719.15,48,482,5,1,0,0.3778,2.7442,1,15129.13
23,49925.3,1320.9,employed,temporary,16406.82,122606.54,120,608,1,1,0,0.3832,2.4558,1,20992.59
44,43295.88,1756.51,retired,temporary,10909.52,104317.61,36,478,5,0,0,0.5372,2.4094,0,1108.34
39,118040.7,3886.88,self_employed,contract,37116.07,129496.85,48,526,5,1,0,0.458,1.0971,0,2038.02
53,44746.76,963.84,employed,freelance,14317.24,111178.7,48,817,2,1,0,0.3225,2.4846,1,85779.54
45,3911.98,121.08,unemployed,temporary,1331.66,19125.51,24,311,2,0,0,0.4395,4.889,0,160.38
24,24463.26,1085.27,part_time,permanent,2609.39,67913.51,36,549,0,0,0,0.5537,2.7761,0,485.71
54,15914.94,701.72,part_time,permanent,5546.47,59266.31,48,717,4,1,3,0.5988,3.7239,0,814.89
47,36222.14,1277.25,employed,permanent,9477.07,50699.65,24,676,3,0,0,0.4755,1.3997,1,9055.54
48,53534.07,1853.18,employed,temporary,6204.08,47292.67,36,497,1,1,3,0.4386,0.8834,0,1850.43
28,107210.23,4045.65,self_employed,temporary,42339.24,500000.0,24,747,1,1,2,0.5318,4.6637,0,6136.61
57,37390.76,1018.24,employed,contract,14211.22,86841.88,12,336,3,0,2,0.4028,2.3225,0,2063.81
69,21865.37,791.01,part_time,temporary,5024.15,53064.08,60,720,0,1,1,0.4801,2.4269,0,2446.0
25,76921.04,1627.3,employed,freelance,25944.19,409780.16,60,307,1,1,2,0.3213,5.3273,0,2766.25
38,87425.04,3033.98,employed,temporary,9144.47,384035.68,60,464,0,0,0,0.4374,4.3927,0,1461.15
63,89201.15,2732.66,employed,contract,14844.39,415627.84,48,419,3,1,0,0.4009,4.6594,1,15911.7
30,58208.32,2358.43,employed,permanent,4283.47,247444.68,60,671,2,0,0,0.5009,4.251,1,14552.08
21,53164.22,2097.43,retired,contract,11060.34,57516.1,60,532,0,1,0,0.515,1.0819,0,991.51
66,36948.04,1180.16,employed,temporary,7330.51,213152.39,36,729,0,1,3,0.423,5.769,0,9887.58
63,76025.43,1599.99,employed,permanent,6471.69,418158.84,120,586,0,0,0,0.2696,5.5002,1,26274.39
63,70351.03,1983.29,employed,permanent,18932.92,126576.33,36,694,2,1,0,0.3921,1.7992,1,45545.26
28,48704.58,1914.38,self_employed,freelance,2294.77,239722.39,84,719,0,0,3,0.4811,4.922,0,2648.96
40,62902.52,1443.25,employed,permanent,1552.22,173087.63,36,751,1,1,0,0.2803,2.7517,1,149252.58
43,37307.61,894.37,self_employed,permanent,5743.95,158957.22,48,571,3,1,0,0.3185,4.2607,1,10969.56
53,107801.73,4280.29,self_employed,permanent,17671.93,152088.46,120,585,0,1,0,0.5092,1.4108,1,8731.94
41,4294.78,184.15,unemployed,temporary,549.29,14868.74,84,338,2,1,0,0.5401,3.462,0,131.55
22,26399.02,797.56,part_time,contract,2723.82,31583.51,84,796,1,0,0,0.3832,1.1964,1,16650.39
31,15651.85,549.62,part_time,permanent,2120.99,53981.97,60,787,0,0,0,0.4485,3.4489,1,4352.78
47,16741.79,810.58,part_time,permanent,1094.08,30800.99,48,671,1,0,0,0.5941,1.8398,1,2511.27
49,89557.6,4335.63,employed,freelance,14452.89,267648.79,120,848,1,0,2,0.6132,2.9886,0,10555.09
45,76419.75,2277.47,employed,contract,27651.83,318963.16,120,709,1,1,1,0.43,4.1738,1,44934.81
67,87908.45,3908.23,employed,freelance,7891.61,468016.69,48,555,0,1,0,0.5514,5.3239,0,1355.05
40,28946.49,1104.5,retired,permanent,7924.98,40788.2,48,775,0,1,1,0.5126,1.4091,1,10941.77
47,15784.95,777.96,part_time,permanent,895.22,85443.62,48,510,1,1,0,0.6028,5.413,0,184.55
45,36613.53,1272.82,retired,permanent,5183.11,96850.37,48,704,0,0,0,0.4455,2.6452,1,9777.64
52,62206.76,2701.57,employed,contract,7991.7,319797.56,48,830,0,1,1,0.5468,5.1409,1,33591.65
40,16023.77,692.83,part_time,permanent,6005.9,53183.11,84,694,1,1,1,0.5938,3.319,0,1437.88
54,75327.08,2662.19,employed,permanent,12895.46,394875.64,60,429,1,1,3,0.4583,5.2421,0,2051.62
53,54897.76,2417.65,employed,permanent,15162.01,227580.44,36,324,2,1,0,0.5837,4.1455,0,1888.08
60,45250.09,1287.23,employed,permanent,10904.6,149232.03,84,389,2,1,0,0.3896,3.2979,1,8992.1
66,53259.09,1299.47,employed,contract,3004.45,118179.92,24,572,0,1,0,0.3041,2.219,1,18780.22
37,78547.58,2610.45,self_employed,permanent,29519.45,457853.84,120,640,2,1,0,0.474,5.829,1,12724.71
30,74955.9,3624.56,employed,temporary,10369.98,367653.98,24,511,1,1,0,0.6079,4.9049,0,2523.22
42,61504.0,2179.6,employed,freelance,1101.13,159696.95,24,647,0,1,0,0.4288,2.5965,1,15764.71
67,74931.52,2949.43,self_employed,permanent,9005.08,106176.45,120,595,0,1,0,0.4964,1.417,1,6069.45
41,23141.0,903.38,retired,temporary,3106.76,110786.26,12,689,2,0,2,0.4953,4.7874,0,1973.37
36,111895.64,2763.83,self_employed,freelance,4151.12,500000.0,36,387,2,0,0,0.3038,4.4684,0,11561.15
24,86079.83,2773.23,employed,freelance,21347.02,175117.56,60,726,3,1,0,0.4362,2.0344,1,46131.9
63,43286.78,1794.34,retired,permanent,6004.12,239689.59,48,469,2,1,3,0.5252,5.5372,0,874.67
30,12405.52,610.14,part_time,permanent,3121.9,14756.85,24,446,3,1,1,0.6405,1.1895,0,230.72
49,64539.08,1660.84,employed,permanent,174.01,370269.38,120,539,0,1,3,0.3093,5.7371,0,6145.0
34,84775.8,2781.03,self_employed,contract,33301.58,389914.76,36,354,1,0,0,0.4722,4.5994,1,5722.37
46,89705.98,2117.68,employed,contract,6118.53,215857.64,60,819,0,0,0,0.2969,2.4063,1,163973.56
54,89783.68,2505.2,employed,temporary,23678.86,195322.15,24,598,1,1,1,0.3876,2.1755,1,18165.03
52,106473.07,3388.2,self_employed,permanent,30484.7,430033.49,36,303,0,1,0,0.4391,4.0389,0,4460.98
39,20361.75,745.28,retired,permanent,1397.7,76647.52,120,663,3,1,0,0.453,3.7643,1,4275.97
35,87430.2,2409.42,employed,temporary,3906.81,485600.61,84,591,2,1,0,0.3396,5.5542,1,25242.85
53,40668.47,1117.19,retired,permanent,2482.03,191724.88,60,688,3,1,0,0.3419,4.7143,1,27004.68
21,47632.81,2072.98,retired,contract,4702.66,165381.44,120,770,2,0,0,0.542,3.472,1,15004.34
54,21365.44,1044.99,part_time,permanent,1437.74,119680.91,84,830,2,0,1,0.6004,5.6016,0,2200.95
59,52581.82,1591.76,employed,permanent,14176.05,197708.61,36,725,0,1,1,0.4172,3.76,0,8630.1
47,22654.62,926.57,part_time,permanent,3813.53,117198.39,48,698,2,1,0,0.5245,5.1733,0,2014.2
66,43078.1,1221.72,employed,permanent,9266.82,220783.21,36,603,0,1,0,0.3834,5.1252,1,18082.46
58,58921.28,2822.25,self_employed,permanent,1115.66,327341.4,36,403,0,0,1,0.5786,5.5556,0,1182.23
25,82168.96,3324.53,employed,permanent,28307.17,71635.82,12,630,0,1,0,0.5544,0.8718,1,14790.41
28,37087.28,1640.92,employed,permanent,2530.41,137631.2,48,663,4,0,0,0.5446,3.711,1,9271.82
39,1810.54,40.33,unemployed,permanent,260.83,5569.51,84,665,3,0,0,0.2961,3.0762,1,500.0
20,41881.39,1603.63,employed,permanent,1204.54,133935.98,36,381,3,1,0,0.4652,3.198,0,617.22
27,57169.15,2070.78,employed,contract,3128.14,173194.42,48,384,5,1,0,0.4456,3.0295,0,1209.12
42,89834.28,2639.25,employed,permanent,23924.64,458699.83,36,518,2,0,0,0.4058,5.1061,0,5817.37
22,41469.0,1181.35,self_employed,temporary,11488.36,93362.52,120,667,3,0,0,0.3973,2.2514,1,19164.9
23,43001.55,1623.34,employed,contract,11644.23,130945.35,48,541,0,1,2,0.5072,3.0451,0,1790.65
44,51857.06,2148.91,retired,temporary,11452.88,83165.97,60,461,1,0,2,0.5414,1.6038,0,1141.39
66,83512.78,1820.65,employed,freelance,31819.09,157374.94,120,478,1,1,3,0.3378,1.8844,0,8357.46
57,36773.22,1374.68,employed,permanent,7460.21,151958.36,24,391,0,0,0,0.4892,4.1323,0,1265.83
34,76343.83,1970.06,employed,contract,13723.93,87272.27,12,799,3,1,0,0.3456,1.1431,1,127304.86
40,71050.61,1771.1,employed,freelance,7035.31,108922.0,24,805,0,1,2,0.3189,1.533,1,138966.47
54,77225.74,3012.39,employed,contract,3053.49,262891.1,36,468,3,1,0,0.476,3.4042,1,6950.32
65,62197.64,1859.73,employed,permanent,13637.58,46073.0,36,686,4,1,1,0.4027,0.7408,1,36310.98
33,34801.72,1172.55,part_time,permanent,4383.49,41695.89,60,620,2,0,0,0.4295,1.1981,1,4416.34
55,29165.47,913.85,self_employed,permanent,6113.38,153073.25,36,400,0,0,0,0.4179,5.2484,0,329.27
31,47890.44,1903.32,employed,temporary,3948.45,246818.1,84,595,1,1,0,0.4934,5.1538,0,1752.21
36,56810.03,1962.51,employed,contract,19046.65,137069.46,48,492,0,1,0,0.4816,2.4128,1,5112.9
58,34641.78,1695.17,retired,permanent,13852.52,83623.6,84,760,0,1,3,0.6672,2.414,1,13094.59
28,85675.21,2665.46,employed,temporary,11048.8,484136.47,24,585,2,1,0,0.3991,5.6508,1,15560.33
54,65800.24,2791.57,employed,temporary,22170.14,42252.06,120,515,1,0,0,0.5765,0.6421,0,1838.43
32,541.33,15.34,unemployed,permanent,189.03,1998.39,36,755,0,1,1,0.4099,3.6916,0,156.38
34,63746.98,2273.98,self_employed,contract,25398.68,241323.64,60,527,0,1,0,0.5077,3.7856,0,574.42
37,64566.59,2385.73,self_employed,contract,8851.31,312074.79,12,660,3,1,0,0.4708,4.8334,1,17432.98
52,88102.0,2681.15,employed,permanent,26643.5,500000.0,84,342,2,1,1,0.4257,5.6752,0,3241.36
25,67955.84,2350.84,employed,temporary,6219.56,166971.01,24,480,3,0,3,0.4334,2.4571,0,1124.05
46,85386.85,2474.42,self_employed,permanent,21339.74,248312.14,60,810,0,0,0,0.3977,2.9081,1,70754.11
42,74228.92,1559.43,employed,temporary,20927.88,311178.15,60,761,1,1,0,0.3085,4.1921,1,153520.25
46,98153.73,2662.23,self_employed,freelance,29097.5,500000.0,24,585,2,1,0,0.3848,5.094,0,7079.37
53,85329.85,3520.02,self_employed,contract,7071.19,460726.4,60,596,2,0,1,0.5116,5.3994,0,1382.23
65,48045.69,2081.33,employed,permanent,16311.04,200292.46,120,336,0,0,0,0.5877,4.1688,0,1707.98
57,32103.06,931.18,part_time,permanent,5405.79,167320.5,120,382,4,1,1,0.3817,5.212,0,628.25
33,45088.43,1475.95,retired,permanent,3902.3,43673.75,12,556,3,1,0,0.4101,0.9686,1,5107.35
55,8902.45,195.17,unemployed,temporary,1931.94,22916.67,12,516,0,0,1,0.3065,2.5742,0,249.97
27,89810.62,2492.04,employed,permanent,31015.46,51372.46,36,821,0,0,0,0.402,0.572,1,79212.97
54,79138.96,3447.34,employed,temporary,30613.73,116816.81,48,325,2,0,0,0.6001,1.4761,0,1201.81
38,80603.33,3103.87,employed,permanent,24123.22,319810.57,36,550,4,1,0,0.522,3.9677,0,1585.69
49,87327.3,2343.43,employed,permanent,196.41,468999.03,48,514,1,0,1,0.3225,5.3706,0,3715.35
33,15476.08,438.62,part_time,permanent,833.86,61599.31,24,619,1,1,0,0.3509,3.9803,1,4984.16
39,62375.01,2785.46,employed,freelance,1903.04,259028.42,60,710,1,1,1,0.542,4.1528,0,9767.42
68,66931.19,1802.57,employed,contract,2709.74,71684.56,36,758,2,1,0,0.3313,1.071,1,121945.95
44,53110.17,1624.09,employed,permanent,8137.22,220764.78,60,623,2,0,0,0.3976,4.1567,1,16315.44
59,104743.32,4211.78,self_employed,permanent,14181.97,314115.47,36,829,2,1,1,0.5096,2.9989,0,5453.52
43,76933.08,2861.84,employed,temporary,3498.45,314111.71,36,638,0,1,0,0.4555,4.0829,1,13847.95
33,74648.57,2558.61,employed,permanent,26343.04,171240.24,12,527,1,0,3,0.4819,2.294,0,2441.97
45,89843.22,4229.44,employed,temporary,22116.8,332255.74,48,535,1,1,1,0.6141,3.6982,0,1973.48
57,27597.11,751.79,retired,contract,8792.03,78165.53,24,665,4,0,0,0.3906,2.8324,1,10566.93
42,75450.15,3203.47,employed,temporary,11213.38,269545.95,120,733,4,1,1,0.5392,3.5725,0,12392.35
41,24682.3,628.72,part_time,temporary,4050.23,32308.94,60,748,2,1,1,0.3385,1.309,1,20090.4
67,29580.6,1147.5,retired,temporary,3758.17,79188.35,36,806,3,0,0,0.4909,2.677,1,9317.89
38,43832.28,2026.21,employed,freelance,7686.9,112146.32,60,575,2,1,0,0.5898,2.5585,1,3944.91
65,51147.7,1748.68,retired,freelance,12487.76,232730.72,12,361,2,1,0,0.4591,4.5502,1,3222.31
22,67750.05,2842.7,employed,temporary,13359.88,297101.06,120,630,0,1,0,0.5429,4.3853,1,12195.01
61,30973.48,1386.42,part_time,permanent,10381.28,170314.58,24,486,2,0,1,0.6042,5.4987,0,199.08
38,76807.77,1904.89,self_employed,permanent,27655.07,305411.18,48,836,4,0,0,0.3696,3.9763,1,81127.44
28,47098.74,1950.83,employed,permanent,8848.61,105030.62,48,804,2,0,0,0.5346,2.23,1,21194.43
47,53565.18,2553.03,employed,temporary,5136.86,257527.23,36,620,2,0,0,0.5911,4.8077,1,8034.78
39,55984.64,2107.49,employed,temporary,21166.5,181025.61,120,492,0,1,3,0.5273,3.2335,0,1320.59
64,34377.5,902.82,part_time,permanent,10107.52,53773.72,24,553,2,1,0,0.3739,1.5642,1,4681.8
26,35309.83,866.36,employed,permanent,9041.11,162805.26,48,613,1,1,3,0.3456,4.6108,0,4507.13
33,118638.27,3370.39,self_employed,permanent,35373.84,145797.26,24,523,0,1,1,0.4005,1.2289,0,3424.25
28,88925.39,2121.09,employed,freelance,2702.68,131595.64,60,730,0,0,0,0.2923,1.4798,1,129288.62
38,34911.47,1250.09,part_time,temporary,944.37,163146.8,12,655,1,0,0,0.4351,4.6732,1,6797.26
66,61212.35,1399.71,employed,temporary,3749.15,289889.19,24,726,5,0,0,0.2866,4.7358,1,91439.01
33,116561.85,3187.89,self_employed,permanent,6874.86,500000.0,24,691,2,1,0,0.34,4.2896,1,100709.44
57,56757.96,1910.7,employed,temporary,9550.56,119945.93,120,521,0,0,3,0.4376,2.1133,0,1273.87
55,315.53,10.93,unemployed,permanent,19.87,1661.65,48,402,2,0,0,0.4283,5.2662,0,228.53
59,47339.1,1766.89,employed,temporary,16180.99,211827.08,84,617,1,1,0,0.5163,4.4747,1,8521.04
36,86991.29,3602.64,employed,permanent,20115.76,442509.1,36,836,2,1,0,0.5432,5.0868,1,46975.3
49,35757.06,794.19,employed,permanent,5267.19,157235.6,120,518,2,0,2,0.296,4.3973,0,2158.99
28,6551.93,151.91,unemployed,permanent,182.46,24162.08,36,737,2,0,0,0.2838,3.6878,1,1983.14
52,39158.09,885.3,employed,permanent,9257.41,43139.34,84,468,0,1,0,0.3186,1.1017,1,12785.9
44,52207.67,1732.0,self_employed,freelance,2433.56,230243.61,84,371,3,1,1,0.4074,4.4101,0,3731.72
33,39845.11,878.74,employed,permanent,11845.48,171235.73,120,755,4,0,0,0.3241,4.2975,1,63078.79
30,49802.56,2121.29,retired,permanent,15991.76,110497.0,84,374,0,1,1,0.5753,2.2187,0,503.96
54,25594.63,699.69,part_time,temporary,5569.15,116379.01,60,562,1,0,0,0.3716,4.547,1,2957.72
60,110700.11,5338.74,self_employed,contract,6624.42,390494.64,48,768,4,1,0,0.5907,3.5275,1,53800.25
33,72859.43,2551.55,employed,permanent,22932.15,260598.82,48,817,5,1,1,0.4832,3.5767,1,39344.09
49,88406.6,2992.67,employed,contract,10885.6,222946.04,12,498,1,1,0,0.4308,2.5218,1,11011.93
60,63043.27,2748.63,employed,contract,5614.71,72015.44,36,637,0,1,0,0.541,1.1423,1,11347.79
23,70129.08,2919.73,employed,permanent,13199.88,118736.0,48,337,4,0,0,0.5372,1.6931,0,1969.85
23,79749.34,3074.06,self_employed,permanent,29432.17,377100.66,84,618,0,0,0,0.5364,4.7286,0,2906.47
47,71004.74,3415.93,self_employed,permanent,8445.97,141507.37,60,439,1,1,0,0.6011,1.9929,0,1710.82
27,31457.07,1042.78,part_time,contract,11394.74,16118.34,120,547,0,0,0,0.4702,0.5124,1,1415.57
21,70448.88,3129.02,employed,permanent,1511.93,421537.62,12,726,1,0,0,0.5373,5.9836,1,24657.11
60,101124.67,3227.84,self_employed,permanent,3378.52,167740.78,36,494,0,0,0,0.3897,1.6588,1,15057.97
65,78250.02,3543.56,employed,temporary,21864.97,321185.6,36,514,0,0,0,0.5993,4.1046,0,1478.61
41,43149.29,1225.5,self_employed,temporary,3289.58,241552.79,36,840,1,1,1,0.3561,5.5981,1,60353.26
60,70758.99,2071.14,employed,permanent,8961.5,268772.37,12,688,0,1,0,0.3766,3.7984,1,52389.96
35,45980.64,1867.02,employed,temporary,2508.21,225059.98,120,728,1,1,0,0.4982,4.8947,1,19311.87
48,67082.63,1813.74,employed,permanent,8915.24,393778.02,120,451,0,1,0,0.351,5.87,1,17991.56
68,8129.22,223.69,unemployed,permanent,911.97,42532.07,60,402,0,1,0,0.3526,5.232,0,204.94
67,34936.41,1038.9,part_time,temporary,10290.0,124669.62,120,704,4,1,0,0.4157,3.5685,1,14843.5
